Default Weights,Q121,Parents,Q127,Q128,Q129.1,NBA Fans,Q129.3,Q129.4,Q129.5,Q129.6,Q129.7,Q129.8,Version,Creatives,ProductAssociation_SmartSpeakers,ProductAssociation_SmartDisplays,ProductAssociation_Thermostats,ProductAssociation_SecurityCamera,ProductAssociation_Doorbells,ProductAssociation_SecuritySystems,ProductAssociation_Wifi,ProductAssociation_Smartphones,ProductAssociation_Noneoftheabove,ProductAssociation_IDK,Aided Awareness_GoogleNest,Aided Awareness_Amazon,Aided Awareness_Samsung,Aided Awareness_Apple,Aided Awareness_None,Consideration_GoogleNest,Consideration_Amazon,Consideration_Samsung,Consideration_Apple,Consideration_None,Purchase Intent,Perception_Easier,Perception_Helpful,Perception_ProductRange,Perception_Seamless,Perception_NotSeamless,Perception_None,CategoryConsideration_Speakers,CategoryConsideration_Displays,CategoryConsideration_Thermostats,CategoryConsideration_SecurityCameras,CategoryConsideration_Doorbells,CategoryConsideration_SecuritySystem,CategoryConsideration_Wifi,CategoryConsideration_Smartphones,CategoryConsideration_None,Enjoyment,Q166,Q167,Q168,Understanding,Relevance,Branding,Brand Appeal,Distinctiveness,Q175,Q176,Q177
0.943396211,9,0,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,0,1,1,2,1,Babies,Nothing. It was short and sweet. Got the message across,See question before
1.724137902,8,0,0,0,1,1,1,2,1,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,
0.724637687,24,1,0,1,2,2,2,2,1,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,Do it without doing it,Nothing,Everything 
0.961538434,3,0,1,1,1,1,2,2,2,1,1,1,2,Mini Xmas V2 :15s,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,3,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,0,0,0,0,1,0,4,0,1,I heard about mini google before but i really didn’t know it called google nest too. It is really very smart technology. In the ad i seen it can turn anything on and off too when we say. ,It is somewhat difficult to understand about the ad when it started after that I didn’t like the font they choose at last to write nest google.,The characters and voice use in the ad and also the story they choose
0.724637687,18,1,0,0,1,2,2,2,2,2,1,1,2,Mini Xmas V2 :15s,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,0,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,Make me happy,Nothing ,Looks good product
0.961538434,5,0,1,0,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,3,1,0,1,1,1,1,Makes life easier ,Boring ,Well filmed 
0.847457647,4,2,1,1,2,2,2,1,2,1,1,1,0,Control,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,,,,,,,,,,,,
0.806451619,12,2,1,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,3,1,0,1,1,2,2,,,
0.657894731,26,1,1,1,2,2,2,2,2,2,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,It makes life easier ,Nothing,"Very upbeat,innovative,and fun"
0.714285731,19,1,1,1,1,2,2,2,2,1,1,1,1,Mini Xmas V1 :06s,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,3,3,1,1,3,2,3,,,
1.041666627,14,0,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,Syncs to other google products ,Nothibg,It catches your eye 
2.173913002,16,2,0,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0,0,1,0,1,0,1,1,Plays music,Nothing,Christmas theme
1,4,0,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,1,0,1,,,
0.75757575,24,2,0,0,2,2,1,2,1,1,1,1,1,Mini Xmas V1 :06s,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,,,
1,1,0,1,1,2,2,1,1,2,1,1,1,1,Mini Xmas V1 :06s,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,,,
0.806451619,25,0,0,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,4,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,4,2,2,0,1,3,1,2,2,  No clue.  Photo or a video ?   ,I hate all ads.  Annoy me as I’m trying to get to my videos to watch.  I ignore and eventually get completely turned off from a brand. ,Nothing
1,2,0,1,1,1,1,2,2,2,1,1,1,1,Mini Xmas V1 :06s,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,0,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,0,1,"Asking questions you don’t know, in a easy and fast way",Nothing,Was appealing
0.806451619,17,2,1,1,1,1,1,2,1,1,2,1,1,Mini Xmas V1 :06s,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,0,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,0,0,0,1,1,1,"Make life easy, using voice to access things from afar",Too short,Right theme for the year
0.943396211,3,0,1,1,1,1,1,2,1,1,1,1,3,Hub Baby :06s,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,3,1,0,"The ad puts the emphasis on the fact that these smart home systems make your home and family life easier and better. It’s not just for locking doors, but it helps to connect with memories and family time.",I didn’t dislike anything ,"It’s short, and relatable."
0.833333313,32,1,0,0,1,2,2,2,2,1,1,1,0,Control,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,,,,,,,,,,,,
1.086956501,16,0,1,1,1,1,1,1,1,1,1,2,0,Control,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.714285731,30,1,1,1,1,1,1,2,1,1,1,1,1,Mini Xmas V1 :06s,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,4,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,0,0,1,2,2,2,Modern and slick looking,Maybe a lack of info,Soothing not annoying 
0.632911384,29,2,1,0,1,1,1,2,1,1,1,1,0,Control,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.961538434,6,0,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,4,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,0,1,0,0,1,1,1,1,Christmas ,Nothing was displeasing ,It was very relevant to problems that people are currently facing with the christmas season 
1.5625,1,0,0,1,1,2,1,1,1,1,1,1,3,Hub Baby :06s,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,0,1,0,1,0,0,1,0,0,It is actually Convenient that makes easier to interact with device. Saves much time than having yo type all the words,Absolutely nothing,It is awesome on how it demonstrates 
0.806451619,14,2,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,0,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,0,1,1,2,1,Nothing,Short ,Festive
0.657894731,19,0,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,0,2,1,That you can control everything in your home with a google nest ,Nothing ,That you can ask it to do whatever you need in your home 
0.632911384,21,0,1,0,2,1,1,2,1,2,1,1,0,Control,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,,,,,,,,,,,,
0.714285731,30,1,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,0,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,It’s easy to activate ,Nothing. It’s short and easy to understand. ,Short and easy to understand. It’s not annoying at all. 
1.5625,4,0,0,1,2,1,2,2,1,1,1,1,3,Hub Baby :06s,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Can connect you with anyone ,Nothing ,It was cute
0.943396211,10,1,1,1,1,2,2,2,2,2,1,1,3,Hub Baby :06s,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,0,1,0,0,1,0,1,0,0,google,nothing I really like it,the baby 
1.041666627,14,2,1,0,1,2,1,1,1,1,1,1,3,Hub Baby :06s,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,0,0,0,0,0,1,1,1,1,"Unique, cutting edge and innovative way of communication",Too short and not everyone can get immediately. ,Innovative and interactive
1.851851821,11,2,0,0,1,1,1,2,1,1,1,1,0,Control,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,,,,,,,,,,,,
1.086956501,11,2,1,1,1,1,1,2,1,2,1,1,0,Control,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,,,,,,,,,,,,
0.847457647,3,0,1,1,1,1,2,1,1,2,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,3,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,,,,,,,,,,,,
0.625,18,2,1,1,1,1,1,2,1,1,1,1,3,Hub Baby :06s,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,0,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,You see pictures on there,Nothing I dislike ,It was cute 
0.833333313,32,1,0,1,2,2,1,2,1,2,1,1,0,Control,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,0,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,,,,,,,,,,,,
0.806451619,15,2,1,0,1,1,2,2,1,1,1,1,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,It is easy to use and syncs seamlessly with other programs and apps,"Nothing, it was short and easy to understand.",It was short and unobtrusive.
1.724137902,3,0,0,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,2,1,,,
1.724137902,5,0,0,1,2,2,1,2,1,2,1,1,1,Mini Xmas V1 :06s,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,0,1,1,0,1,1,1,1,I’m not sure,Nothing,The cool things technology can do
0.806451619,15,0,1,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,3,3,3,0,2,2,2,2,Showing viewers how the product works ,I've seen it many times before,The product looks small
0.714285731,19,0,1,0,2,1,1,2,1,1,1,1,1,Mini Xmas V1 :06s,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,0,0,1,0,2,1,It would make life easier,Could have been more colourful ,Made the product seem easy to use
1.086956501,15,1,1,1,1,1,1,2,1,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,,,,,,,,,,,,
1.086956501,17,0,1,1,1,1,1,2,1,1,1,1,0,Control,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.625,20,0,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,4,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,1,2,2,2,1,See everything at home when your not there,Went to fast. Not a great deal of understanding for those that may not be familiar ,The bright crisp colour
0.961538434,5,0,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,3,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,4,1,1,1,0,2,1,2,2,Making your life easier I guess,Nothing ,
0.625,21,1,1,1,1,1,1,2,2,1,1,1,3,Hub Baby :06s,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,1,1,"Accessibility, weight and connectivity ",Not much ,Colours
0.806451619,12,2,1,0,1,1,1,2,1,1,1,1,1,Mini Xmas V1 :06s,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,I would buy it,Na,Everything
0.657894731,18,0,1,1,1,1,1,2,1,2,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,0,0,1,2,1,Convenience,Nothing,It is good
0.943396211,2,0,1,1,1,1,1,2,1,1,1,1,3,Hub Baby :06s,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,3,3,1,I don’t know ,It was to simple  ,It was to the point
0.657894731,18,2,1,0,1,1,2,2,2,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,2,1,0,1,1,1,You can do things around the home more easily with this technology,"It was a little like a home movie, didn't look very professional",It was a funny concept 
0.632911384,24,0,1,0,1,1,1,2,1,2,1,1,0,Control,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,,,,,,,,,,,,
0.961538434,4,0,1,1,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,0,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,3,1,0,0,2,1,1,2,,"Boring , everywhere ",When the guy fell
0.961538434,1,0,1,1,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,4,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,0,0,1,1,1,2,Allows for efficiency in the home during a busy time of year.,"Smart home technology commercials from other companies are similar, it doesn’t stand out.",Simplicity and induced a warm feeling  
0.714285731,26,1,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,0,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,0,1,2,2,2,Easy entertaining ,Voice if this girl,Idea
0.625,20,1,1,0,1,1,1,2,1,1,1,1,3,Hub Baby :06s,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,0,1,1,0,1,2,2,2,That it shows you pictures ,Wasn't long enough to show you more about it ,That it showed about the product
0.632911384,19,0,1,1,1,1,1,1,1,1,1,2,0,Control,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.657894731,18,2,1,0,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,3,1,0,0,0,1,4,2,2,How easy and convenient it is to use.,It's pretty much the same as every other commercial.,That you can identify right away what they are advertising.
0.961538434,2,2,1,0,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,0,0,0,0,0,1,0,0,Christmas tree turned on my voice comand,Nothing ,The gravity to it
0.943396211,8,0,1,1,1,2,2,2,1,1,1,1,3,Hub Baby :06s,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,3,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,0,1,0,0,0,1,1,0,It is a reliable great product,Nothing,It is simple and classy
0.625,25,1,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,1,0,2,1,1,,It was only 7 seconds,Cute picture 
1,4,0,1,1,1,2,1,2,1,1,1,1,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,0,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,"Google nest mini, holiday ",Nothing ,Google brand 
1.086956501,17,2,1,1,1,2,2,2,2,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,0,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,
0.847457647,2,0,1,1,1,1,1,1,2,1,1,1,0,Control,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,3,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,,,,,,,,,,,,
0.657894731,20,0,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,2,1,That it is helpful in every day situations like turning on your Christmas tree lights.,Nothing it was a good add,I liked the voice over and the google nest product looks helpful. The add was also appropriate for the season.
0.657894731,26,1,1,1,2,2,2,2,2,2,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,It makes life easier and less complicated.,Nothing,"It was fun, real and upbeat"
0.657894731,29,0,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,1,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,3,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,0,1,1,1,2,Sell it for Christmas ,It’s pretty generic for this time of year,It makes you think Christmas-y
0.847457647,10,0,1,1,1,1,1,2,1,1,1,1,0,Control,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,,,,,,,,,,,,
1.724137902,10,0,0,1,1,1,1,2,1,1,1,1,1,Mini Xmas V1 :06s,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,2,2,Can do everything for your house from anywhere ,Too short and not enough explicite of what could be done,The way they talk 
0.657894731,22,2,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,0,0,0,2,2,,,
1.724137902,7,0,0,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,4,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Christmas ,No people using it ,Christmas 
0.847457647,9,0,1,1,1,1,1,2,2,1,1,1,0,Control,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.847457647,10,1,1,1,1,1,2,2,1,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,3,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,,,,,,,,,,,,
0.632911384,29,0,1,0,1,1,1,1,1,1,1,2,0,Control,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,4,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,,,,,,,,,,,,
0.92592591,14,2,1,0,2,2,1,2,1,2,1,1,2,Mini Xmas V2 :15s,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,0,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,Nothing ,Nothing ,Entertaining 
0.657894731,28,1,1,0,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,0,0,0,1,1,2,2,Easy to use,Easy to use,Interested
0.657894731,22,0,1,1,2,2,2,1,1,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,Controlling the Xmas tree ,Nothing,Interesting 
0.714285731,27,2,1,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,2,0,0,0,1,1,That u should depend on security ,Nothing,Not t9 much
1.086956501,14,2,1,1,1,1,1,1,1,1,1,2,0,Control,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,,,,,,,,,,,,
0.847457647,8,0,1,1,2,2,1,1,1,1,1,1,0,Control,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,0,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,
0.943396211,8,0,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,3,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,0,0,0,1,0,1,Not sure,Nothing,Simple and bright
0.632911384,32,1,1,1,1,1,1,1,1,1,1,2,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.847457647,10,0,1,1,2,1,2,2,2,1,1,1,0,Control,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,3,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,,,,,,,,,,,,
0.632911384,32,0,1,0,1,1,1,1,1,1,1,2,0,Control,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
2,16,0,0,0,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,0,0,0,1,1,0,0,2,Introduce the product,Nothing,Informative
0.632911384,28,0,1,1,1,1,1,1,1,1,1,2,0,Control,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,4,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,,,,,,,,,,,,
0.625,32,0,1,1,1,1,1,2,1,1,1,1,3,Hub Baby :06s,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,3,2,3,4,4,1,No idea what the ad was about ,Didn’t know what it was advertising ,Nothing 
1.086956501,17,2,1,1,1,2,2,1,1,2,2,1,0,Control,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,
0.847457647,7,0,1,1,1,2,1,1,1,1,2,1,0,Control,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
