Default Weights,Q121,Parents,Q127,Q128,Q129.1,NBA Fans,Q129.3,Q129.4,Q129.5,Q129.6,Q129.7,Q129.8,Version,Creatives,ProductAssociation_SmartSpeakers,ProductAssociation_SmartDisplays,ProductAssociation_Thermostats,ProductAssociation_SecurityCamera,ProductAssociation_Doorbells,ProductAssociation_SecuritySystems,ProductAssociation_Wifi,ProductAssociation_Smartphones,ProductAssociation_Noneoftheabove,ProductAssociation_IDK,Aided Awareness_GoogleNest,Aided Awareness_Amazon,Aided Awareness_Samsung,Aided Awareness_Apple,Aided Awareness_None,Consideration_GoogleNest,Consideration_Amazon,Consideration_Samsung,Consideration_Apple,Consideration_None,Purchase Intent,Perception_Easier,Perception_Helpful,Perception_ProductRange,Perception_Seamless,Perception_NotSeamless,Perception_None,CategoryConsideration_Speakers,CategoryConsideration_Displays,CategoryConsideration_Thermostats,CategoryConsideration_SecurityCameras,CategoryConsideration_Doorbells,CategoryConsideration_SecuritySystem,CategoryConsideration_Wifi,CategoryConsideration_Smartphones,CategoryConsideration_None,Enjoyment,Q166,Q167,Q168,Understanding,Relevance,Branding,Brand Appeal,Distinctiveness,Q175,Q176,Q177
0.808510661,15,0,1,1,1,2,1,2,1,1,1,1,4,E- Photos :30s,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,3,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,3,2,3,2,0,2,2,4,1,You can control it,Everything ,The technology that it shows
0.903614461,21,0,1,1,2,2,1,1,1,1,1,1,2,C- Raptors :30s,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,0,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,Providing convenience and assistance in completing daily tasks especially when time is of the essence. ,Nothing,"Seeing all the features Google Neat provides such as recipes, your personal calendar, and providing info on time sensitive events. "
0.789473712,15,1,1,1,1,1,1,2,1,1,1,1,0,A- Control,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,
1.761627913,17,0,0,0,2,1,1,2,1,1,1,1,5,F- Frozen :15s,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,1,0,2,2,2,2,That it can easily fit in the home,Plain and uninteresting. Didnt upset me but didnt really make me want to do anything,Simple. I got that it was a google ad.
0.852272749,21,2,1,1,1,1,1,2,1,1,1,1,3,D- Photos :15s,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,3,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,Everyday life moments ,Nothing ,Everything 
0.882352948,32,0,1,1,1,2,2,2,1,1,2,1,0,A- Control,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,0,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,
0.844444454,32,1,1,0,1,1,1,2,1,1,2,1,4,E- Photos :30s,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,3,3,1,2,4,2,1,It's a photo book,The speaker's voice was annoying.,The background music was playful.
0.815217376,12,0,1,1,1,2,1,1,1,1,1,1,3,D- Photos :15s,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,1,2,2,1,Seemed nice ,Too long,Nice snd clear  Sound was perfect 
1.442307711,14,0,0,0,2,2,2,2,1,1,1,1,2,C- Raptors :30s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,0,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,0,0,0,0,1,1,2,2,They support the Toronto Raptors ,Nothing stands out as new it is similar to their other ads ,Shows they support the Toronto Raptors 
1.415094376,8,1,0,0,1,1,1,2,1,1,1,1,0,A- Control,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,
0.629166663,13,0,1,1,1,1,1,2,2,1,1,1,1,B- Raptors :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,0,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,Everyday life is incredibly amazing because of Google Nest.,Nothing to be dislike.,I like it because it soothes to my everyday life task.
1.217741966,20,2,1,1,2,2,1,2,1,1,1,1,1,B- Raptors :15s,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,0,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,It has different uses from setting the channel on tv to browsing photos,Nothing,It was funny
1.761627913,12,0,0,1,1,1,1,2,2,1,1,1,5,F- Frozen :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,3,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,0,1,1,1,1,2,1,1,Part of the family,Best buy ad built in,Frozen 
0.946874976,25,1,1,0,1,1,2,2,2,1,1,1,5,F- Frozen :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,0,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,3,3,3,1,2,2,2,2,That they have products for kids who love frozen ,It seemed very focused on frozen and not other things that are relevant to me,It was quick
1.102941155,18,2,0,0,1,2,1,1,1,1,1,1,2,C- Raptors :30s,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0,1,3,1,2,2,2,2,Convenient ,Too long ,Price indicated 
0.815217376,10,2,1,1,2,2,1,1,1,2,1,1,3,D- Photos :15s,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,2,2,The graphics were good and it was visually appealing ,It was kind of generic,It was visually appealing 
1.169230819,24,0,0,0,2,1,2,2,1,1,1,1,4,E- Photos :30s,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,3,0,1,1,1,2,It's all in one find what you looking for ,Not enough about products it can be used with,Funny
1.102941155,23,2,0,0,1,1,2,2,1,1,1,1,2,C- Raptors :30s,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,0,0,0,0,1,0,1,1,good value,no hot wpmen,lots to see
0.903614461,23,1,1,0,1,1,2,1,1,1,1,1,2,C- Raptors :30s,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,3,0,0,It was interesting ,None,It was involving 
0.773195863,14,2,1,1,1,1,1,1,1,1,1,2,2,C- Raptors :30s,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,That anyone can use it and that it can be used for multiple purposes.,Nothing,"I like it, was interesting, short and sweet."
0.789473712,15,2,1,1,1,2,2,1,1,1,1,1,0,A- Control,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,3,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,
0.707943916,14,0,1,1,1,1,1,1,1,1,1,2,5,F- Frozen :15s,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,4,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,0,1,0,1,1,2,2,It’s easy to use anywhere ,Nothing. ,"Simple, short, straight to the point"
0.882352948,22,2,1,0,1,1,1,2,1,1,1,1,0,A- Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
1.217741966,23,0,1,1,1,1,1,1,1,1,1,2,1,B- Raptors :15s,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,1,0,1,3,2,2,?,Nothing ,Nothing 
0.707943916,5,0,1,1,1,1,1,2,1,1,1,1,5,F- Frozen :15s,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,The main idea is that it can play popular audio books/recordings and more.,"I disliked the rushed feel, like too much was being crammed into the add.",I liked the easygoing sense it tried to portray and the fact trot included Frozen.
1.169230819,25,0,0,1,2,1,1,2,1,1,1,1,4,E- Photos :30s,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,3,1,1,2,4,2,2,,,
0.808510661,9,1,1,0,1,2,1,2,2,1,1,1,4,E- Photos :30s,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,0,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,4,0,0,To encourage the people ,Nothing,The unique details
0.815217376,9,0,1,1,1,1,1,1,1,1,1,2,3,D- Photos :15s,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,It is a google that you can put your tablet on?,"Doesn’t really explains. You have to read « google nest », saying it would help the customer remember",Simple 
1.027397275,28,1,0,1,2,2,2,2,2,2,1,1,3,D- Photos :15s,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,0,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Very smart and the features are unique ,Nothing ,Very fresh and make people feel for it. Great Ad. 
1.027397275,20,0,0,0,2,2,2,2,2,1,1,1,3,D- Photos :15s,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,0,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,That you can show photos on it ,It could tell you more about Google nest ,The photos 
1.027397275,19,0,0,1,2,1,2,2,1,1,1,1,3,D- Photos :15s,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,0,1,1,2,1,Send to fit in well in your home,Nothing!,That it seemed like a normal setting
0.903614461,28,1,1,0,2,2,2,2,2,2,1,1,2,C- Raptors :30s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,0,1,0,1,0,0,1,0,0,It makes life convenient,There is nothing to dislike,It has raptors
1.027397275,25,2,0,1,2,2,2,1,1,1,1,1,3,D- Photos :15s,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,4,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,Easy to use,Nothing,Nothing
0.773195863,11,2,1,1,1,2,2,1,1,2,1,1,2,C- Raptors :30s,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,0,0,0,0,1,1,1,1,Convenient for many used ,Na,Shows various ways you can use it 
0.946874976,22,2,1,1,1,2,1,2,1,2,1,1,5,F- Frozen :15s,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,3,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,3,0,1,1,1,1,2,Amazon ,,Simple 
0.903614461,21,1,1,1,1,1,1,1,1,1,1,2,2,C- Raptors :30s,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,0,0,0,0,1,1,0,,,
0.852272749,22,1,1,0,2,1,2,2,2,1,1,1,3,D- Photos :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,0,1,2,2,That it just makes my life that much easier.,It was blend and not interesting,Nothing much
0.773195863,17,2,1,1,2,2,2,2,2,2,1,1,2,C- Raptors :30s,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,0,1,0,0,1,1,1,1,1,,,nice design
0.852272749,25,0,1,1,1,1,1,1,1,1,1,2,3,D- Photos :15s,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,0,0,1,1,2,2,2,Don’t know,None,None
0.946874976,22,0,1,0,1,1,1,1,1,1,1,2,5,F- Frozen :15s,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,0,0,0,0,1,1,2,1,Unknown ,Nothing ,Nothing 
0.844444454,32,0,1,0,2,2,1,2,1,2,1,1,4,E- Photos :30s,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,4,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,3,2,3,3,0,1,0,2,2,It can simplify all aspects of life at home. ,Having to watch it twice in a row.,
0.946874976,21,2,1,1,1,1,1,1,1,1,1,2,5,F- Frozen :15s,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,1,1,1,It plays movie,Nothing,That it was in a child bedroom
0.844444454,29,0,1,0,1,1,1,1,1,1,1,2,4,E- Photos :30s,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,Seeing personal pics you don't see or haven't remembered having. ,,"Sentimental, funny and relatable"
1.572916627,17,0,0,1,2,2,2,2,1,2,2,1,1,B- Raptors :15s,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,0,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,0,0,4,4,3,Raptors like it,None,None
0.815217376,15,2,1,1,1,1,1,1,1,1,1,2,3,D- Photos :15s,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,ThAt it shows you pictures when it’s off ,Doesn’t say much else ,It was funny and cute 
0.903614461,23,2,1,1,1,1,1,1,1,1,1,2,2,C- Raptors :30s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,0,0,0,0,0,0,0,1,It can be used for many daily life things,Nothing,It was Upbeat 
0.903614461,18,0,1,1,1,1,1,2,1,1,1,1,2,C- Raptors :30s,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,Very easy and interesting ,To long ,How quick it explained everything he 
0.903614461,18,2,1,1,1,1,1,1,1,2,1,1,2,C- Raptors :30s,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,Make your everyday home tasks easier ,Very fast,Interesting 
0.773195863,2,0,1,1,1,1,1,1,1,1,1,2,2,C- Raptors :30s,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,2,2,It can turn on about anything you want in your home.,"That it was kind of like the Alexa, but this has a screen. ",It’s eye catching.
0.946874976,24,2,1,0,1,1,1,1,1,1,1,2,5,F- Frozen :15s,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,0,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,0,1,1,0,1,1,1,1,Belonging to a home,Nothing specific ,Added bonus of movie tickets with purchase 
1.048611164,21,0,0,1,1,1,1,2,1,1,1,1,1,B- Raptors :15s,2,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,1,3,4,2,2,Ease of use increased laziness,Not interested ,It was laid back
1.595744729,10,0,0,1,2,1,2,2,1,1,1,1,3,D- Photos :15s,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,2,1,3,1,1,2,2,3,It is meant for night side table,The woman’s voice ,Nothing 
0.882352948,18,2,1,1,1,1,1,1,1,1,1,2,0,A- Control,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
1.415094376,14,0,0,1,1,2,2,2,1,1,1,1,0,A- Control,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,0,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,,,,,,,,,,,,
1.027397275,20,0,0,0,2,2,2,2,2,2,1,1,3,D- Photos :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,0,0,0,0,Of my head of department stores the first and second,Of my head and shoulders in your browser and a great time at this is,Of my head of department stores for your email to let
0.629166663,17,1,1,0,1,1,1,1,1,1,1,2,1,B- Raptors :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,0,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,1,3,2,2,These people like sports. What if I don't like sports? Is Google Nest still going to work for my home/family/lifestyle?,It was advertising watching/finding out about sports,The fun music!
1.102941155,24,2,0,0,1,2,1,2,1,1,1,1,2,C- Raptors :30s,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1,1,1,1,,,
1.217741966,23,2,1,1,2,1,1,2,1,1,1,1,1,B- Raptors :15s,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,3,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,0,0,0,0,1,0,0,2,safety,nothing,interested 
1.169230819,20,2,0,0,2,2,1,1,1,2,1,1,4,E- Photos :30s,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,0,0,1,1,0,0,4,0,0,Hub next,Nothing,Picture and voice very clear
0.844444454,23,0,1,1,1,1,1,1,1,1,1,2,4,E- Photos :30s,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,0,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,That when it was not being used it will  show you the pictures you forgot you had. ,It was a bit long. ,It was funny and engaging.  
0.882352948,20,1,1,1,1,1,1,1,1,1,1,2,0,A- Control,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
1.442307711,8,0,0,1,1,2,1,1,1,1,1,1,2,C- Raptors :30s,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,2,2,1,it could make life easy,nothing,nothing
0.844444454,29,0,1,0,1,1,1,2,1,1,1,1,4,E- Photos :30s,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,1,0,3,1,2,1,"Can see fave photos, get recipes, control other smart devices.",I have no need for smart technology ,Photos were nice 
0.844444454,28,0,1,0,1,1,1,2,1,1,1,1,4,E- Photos :30s,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,0,1,1,0,0,1,1,1,It shows your pics  ,Nothing,It was a cute ad
0.903614461,27,1,1,1,1,1,1,1,1,1,1,2,2,C- Raptors :30s,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,3,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,1,0,1,0,0,0,2,How easy it is to use and how it can do anything,At first I thought it was a Raptors ad,Seeing it work. I haven’t seen google nest in action yet
1.027397275,26,0,0,0,1,1,1,2,2,1,1,1,3,D- Photos :15s,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,0,1,0,1,1,1,1,,I'm not a big fan of kids,It caught my attention
0.773195863,12,2,1,1,1,1,1,1,1,1,1,2,2,C- Raptors :30s,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,1,2,Making life even better ,Nothing ,The set up
0.815217376,2,0,1,1,1,1,1,1,1,1,1,2,3,D- Photos :15s,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,0,1,3,1,0,0,0,0,2,,,
1.415094376,13,0,0,0,1,1,1,1,1,1,1,2,0,A- Control,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.707943916,14,0,1,0,1,1,1,1,1,1,1,2,5,F- Frozen :15s,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,2,1,It's fun and easy to use!,Nothing really,"I liked her voice, it was a fun ad"
1.048611164,30,1,0,0,1,1,1,1,1,1,1,2,1,B- Raptors :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,0,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,3,1,1,1,1,1,1,2,3,Different things can be done with Google Nest,Some parts not clear,Different uses shown
0.808510661,15,0,1,0,1,1,2,2,2,1,1,1,4,E- Photos :30s,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,It's useful and convenient,Nothing funny or exciting,Straight forward 
0.789473712,11,0,1,1,1,2,1,2,2,2,1,1,0,A- Control,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,
0.903614461,28,0,1,0,1,1,1,2,1,1,1,1,2,C- Raptors :30s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,Google nest is very helpful,No dislikes,I like how easy it is to use Google nest
1.037671208,25,0,0,1,1,1,1,2,1,1,1,1,5,F- Frozen :15s,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,0,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,0,0,0,0,1,0,1,1,Nothing ,Nothing ,Nkthuv 
1.169230819,26,0,0,1,1,1,1,1,1,1,1,2,4,E- Photos :30s,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,2,3,3,2,1,4,2,1,Doesn’t say much,"It’s google, they spy.",Nothing 
1.027397275,26,0,0,0,2,2,1,2,1,2,1,1,3,D- Photos :15s,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,0,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,0,0,0,0,1,1,1,1,It is easy to use,Nothing that I disliked,It was informative
0.629166663,14,0,1,1,1,1,1,1,1,1,1,2,1,B- Raptors :15s,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,3,3,1,0,2,2,2,2,Simplicity ,The examples were not anything I would use the device for so therefor not relevant ,Quick and to the point 
0.629166663,9,2,1,1,1,2,2,2,1,1,1,1,1,B- Raptors :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,2,2,1,Idk ,Nothing,Info
0.852272749,23,1,1,0,1,1,1,1,1,1,1,2,3,D- Photos :15s,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,0,1,1,2,2,1,I don't even remember ,Nothing really ,Short and straight to the point
0.808510661,16,1,1,1,2,2,1,2,1,1,1,1,4,E- Photos :30s,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,0,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,2,2,They work togwther well,Nothing,Everything
0.903614461,24,1,1,0,1,1,1,1,1,1,1,2,2,C- Raptors :30s,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,4,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,0,1,1,1,1,0,1,1,Help you out with anything and anywhere with just a voice command.,Nothing in particular. Good ad.,Wasn't too busy. Easy to understand.
0.852272749,23,2,1,1,1,1,1,2,1,1,1,1,3,D- Photos :15s,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,1,Makes life easier,Nothing,The idea of the product
1.119403005,25,1,0,1,2,2,2,2,2,2,1,1,0,A- Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,3,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,,,,,,,,,,,,
0.773195863,17,2,1,0,1,1,1,1,1,1,1,2,2,C- Raptors :30s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,0,0,0,3,1,2,1,Makes life easier,I don't know,I don't know
0.629166663,14,0,1,1,2,1,1,1,2,1,1,1,1,B- Raptors :15s,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,0,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,1,1,0,1,1,Google nest makes your life wasier,Nothing,Music
